metric,mean,std
accuracy,0.37758857738477297,0.08402794641213533
balanced_accuracy,0.37825264420703014,0.08706447109468998
macro_f1,0.34444894616711075,0.09283853977782681
weighted_f1,0.3438509380554418,0.08996041974678193
