metric,mean,std
ccc_arousal,0.672784686088562,0.05033001672939433
ccc_valence,0.5061457256476084,0.13137697230718545
ccc_dominance,0.676953136920929,0.035320774055764156
mean_ccc,0.6186278561751047,0.056766640942971985
mae,0.5406980613867441,0.029989052670763353
mse,0.46020662287871045,0.05559133934595203
