metric,mean,std
accuracy,0.44916540360729335,0.08302463509882672
balanced_accuracy,0.44995606424294454,0.0854734021995596
macro_f1,0.4223560327955876,0.09737402296783468
weighted_f1,0.4223479663039431,0.0965292642771485
