metric,mean,std
ccc_arousal,0.5948296782916135,0.11710399336223738
ccc_valence,0.2192329346077011,0.07491023463089687
ccc_dominance,0.5874408427238306,0.10417995742320935
mean_ccc,0.4671678185410484,0.07708127559880609
mae,0.5597720414978734,0.048217475602648954
mse,0.4917807617106145,0.08887265165999748
