metric,mean,std
ccc_arousal,0.6084318657716116,0.05728139274936946
ccc_valence,0.3932071601351102,0.17474213068148578
ccc_dominance,0.596442699432373,0.07241030020325613
mean_ccc,0.5326938877503077,0.07913167899651037
mae,0.5936333139737447,0.04131540580379059
mse,0.5629504968722662,0.08574094064633338
