metric,mean,std
ccc_arousal,0.6670865913232168,0.08931262355824711
ccc_valence,0.540540928641955,0.14175480893180462
ccc_dominance,0.6951589981714884,0.06275815757248125
mean_ccc,0.6342621694008509,0.0913611424081273
mae,0.5322317282358805,0.048155311132749616
mse,0.44331717987855274,0.08613393717151639
