metric,mean,std
accuracy,0.2874239159669762,0.07100072609909706
balanced_accuracy,0.2889174572079834,0.07408217289253702
macro_f1,0.2436480402121993,0.07996629903697636
weighted_f1,0.2430324765795149,0.07879898208385505
